Discipline,HPSAID,HPSAName,DesignationType,PrimaryStateName,CountyName,HPSAFTEShort,HPSAScore,PCMCTAScore,Status,RuralStatus,DesignationDate,UpdateDate
Dental Health,635043,Sandoval,Geographic HPSA,New Mexico,"Sandoval County, NM",,0,NA,Withdrawn,Partially Rural,10/27/1978,01/10/1985
Dental Health,6359993501,Northern Lincoln County,Geographic HPSA,New Mexico,"Lincoln County, NM",,0,NA,Withdrawn,Rural,05/30/1978,01/10/1985
Dental Health,6359993506,Dent. Indian of S. Chaves,Native American Population HPSA,New Mexico,"Chaves County, NM",,0,NA,Withdrawn,Rural,11/16/1979,01/10/1985
Dental Health,6359993511,Questa and Arroyo Hondo,High Needs Geographic HPSA,New Mexico,"Taos County, NM",0.36,15,NA,Withdrawn,Rural,01/21/1987,11/19/2013
Dental Health,6359993512,Penasco/Truchas/Embudo,High Needs Geographic HPSA,New Mexico,"Rio Arriba County, NM | Taos County, NM",0.27,10,NA,Withdrawn,Rural,05/04/1990,11/19/2013
Dental Health,6359993515,North Valley,Geographic HPSA,New Mexico,"Bernalillo County, NM",,0,NA,Withdrawn,Non-Rural,06/08/1994,09/13/2005
Dental Health,6359993516,Low Income - Las Cruces,Low Income Population HPSA,New Mexico,"Dona Ana County, NM",5.10,0,NA,Withdrawn,Non-Rural,06/20/1994,06/29/2012
Dental Health,6359993523,American Indian - San Juan,Native American Population HPSA,New Mexico,"San Juan County, NM",9.50,0,NA,Withdrawn,Partially Rural,03/12/2002,06/29/2012
Mental Health,7046883291,CF-ASPC-Red Rock,Correctional Facility,Arizona,"Pinal County, AZ",1.39,15,NA,Withdrawn,Rural,11/30/2018,01/02/2024
Primary Care,1041595675,CF-ASPC-Red Rock,Correctional Facility,Arizona,"Pinal County, AZ",0.76,12,NA,Withdrawn,Rural,11/30/2018,01/02/2024
Primary Care,1048264791,Hopi Tribe,High Needs Geographic HPSA,Arizona,"Navajo County, AZ",0.77,16,NA,Withdrawn,Rural,09/09/2021,01/02/2024
Primary Care,1045345634,Immigration and Customs Enforcement - Florence,Correctional Facility,Arizona,"Pinal County, AZ",5.56,21,NA,Designated,Non-Rural,11/18/1994,12/31/2018
Dental Health,6044405719,Immigration and Customs Enforcement - Florence,Correctional Facility,Arizona,"Pinal County, AZ",6.19,12,NA,Designated,Non-Rural,08/09/2004,12/31/2018
Mental Health,7049049476,Immigration and Customs Enforcement - Florence,Correctional Facility,Arizona,"Pinal County, AZ",4.64,21,NA,Designated,Non-Rural,08/24/2004,12/31/2018
Primary Care,1048289067,Immigration and Customs Enforcement - Eloy,Correctional Facility,Arizona,"Pinal County, AZ",2.96,15,NA,Designated,Rural,11/20/2009,12/31/2018
Dental Health,6048582252,Immigration and Customs Enforcement - Eloy,Correctional Facility,Arizona,"Pinal County, AZ",2.96,15,NA,Designated,Rural,08/13/2010,12/31/2018
Mental Health,7049309606,Immigration and Customs Enforcement - Eloy,Correctional Facility,Arizona,"Pinal County, AZ",2.22,15,NA,Designated,Rural,07/05/2007,12/31/2018
Mental Health,7047320931,ICE - Florence Correctional Center,Correctional Facility,Arizona,"Pinal County, AZ",0.67,21,NA,Designated,Rural,01/15/2019,01/15/2019
Primary Care,1044356503,ICE - Florence Correctional Center,Correctional Facility,Arizona,"Pinal County, AZ",0.80,21,NA,Designated,Rural,01/15/2019,01/15/2019
Mental Health,704013,Maricopa County,Geographic HPSA,Arizona,"Maricopa County, AZ",86.41,16,NA,Withdrawn,Partially Rural,03/02/2011,07/02/2018
Mental Health,704019,Pima County,Geographic HPSA,Arizona,"Pima County, AZ",33.43,16,NA,Withdrawn,Partially Rural,08/19/2013,07/02/2018
Mental Health,7049990401,Pinal/Gila Catchment Area,Geographic HPSA,Arizona,"Gila County, AZ | Pinal County, AZ",12.62,18,NA,Withdrawn,Partially Rural,04/12/1979,07/02/2018
Mental Health,7049990403,Northern Arizona Mental Health Catchment Area,Geographic HPSA,Arizona,"Apache County, AZ | Coconino County, AZ | Mohave County, AZ | Navajo County, AZ | Yavapai County, AZ",19.72,18,NA,Withdrawn,Partially Rural,09/12/1979,07/02/2018
Mental Health,7049990406,Pima South Cathcment Area,Geographic HPSA,Arizona,"Pima County, AZ",,0,NA,Withdrawn,Partially Rural,10/28/1982,10/02/1995
Mental Health,7049990408,Southwest Arizona Catchment Area,Geographic HPSA,Arizona,"La Paz County, AZ | Yuma County, AZ",6.22,18,NA,Withdrawn,Partially Rural,07/31/1998,07/02/2018
Mental Health,7049990452,Southeast Arizona Catchment Area,Geographic HPSA,Arizona,"Cochise County, AZ | Graham County, AZ | Greenlee County, AZ | Santa Cruz County, AZ",5.20,18,NA,Withdrawn,Partially Rural,03/19/2007,07/02/2018
Mental Health,7049990468,Low Income - Pima County,Low Income Population HPSA,Arizona,"Pima County, AZ",7.85,15,NA,Withdrawn,Partially Rural,07/21/2009,08/19/2013
Primary Care,1045683832,LI-Alhambra Village,Low Income Population HPSA,Arizona,"Maricopa County, AZ",11.507,16,14,Designated,Non-Rural,12/01/2017,09/09/2021
Primary Care,1042498212,Safford,Geographic HPSA,Arizona,"Graham County, AZ",0.46,14,18,Designated,Rural,06/05/2017,09/09/2021
Primary Care,10499904QM,KEARNY CLINIC,Rural Health Clinic,Arizona,"Pinal County, AZ",,18,NA,Withdrawn,Rural,08/03/2012,02/06/2020
Mental Health,704999047Z,KEARNY CLINIC,Rural Health Clinic,Arizona,"Pinal County, AZ",,19,NA,Withdrawn,Rural,08/03/2012,02/06/2020
Dental Health,60499904FW,KEARNY CLINIC,Rural Health Clinic,Arizona,"Pinal County, AZ",,19,NA,Withdrawn,Rural,08/03/2012,02/06/2020
Primary Care,1044532463,NATIVE HEALTH,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Maricopa County, AZ",,18,NA,Withdrawn,Non-Rural,08/18/2019,09/18/2020
Mental Health,7049045131,NATIVE HEALTH,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Maricopa County, AZ",,18,NA,Withdrawn,Non-Rural,08/18/2019,09/18/2020
Dental Health,6045189917,NATIVE HEALTH,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Maricopa County, AZ",,19,NA,Withdrawn,Non-Rural,08/18/2019,09/18/2020
Primary Care,10499904Z5,LA PAZ HEALTHCARE KOFA CLINIC,Rural Health Clinic,Arizona,"La Paz County, AZ",,17,NA,Withdrawn,Rural,05/03/2019,02/06/2020
Mental Health,7041739358,LA PAZ HEALTHCARE KOFA CLINIC,Rural Health Clinic,Arizona,"La Paz County, AZ",,17,NA,Withdrawn,Rural,08/18/2019,02/06/2020
Dental Health,6044253138,LA PAZ HEALTHCARE KOFA CLINIC,Rural Health Clinic,Arizona,"La Paz County, AZ",,17,NA,Withdrawn,Rural,08/18/2019,02/06/2020
Primary Care,104999040A,SUPERIOR CLINIC,Rural Health Clinic,Arizona,"Pinal County, AZ",,15,NA,Withdrawn,Rural,03/15/2013,02/06/2020
Mental Health,704999040A,SUPERIOR CLINIC,Rural Health Clinic,Arizona,"Pinal County, AZ",,17,NA,Withdrawn,Rural,03/15/2013,02/06/2020
Dental Health,604999040A,SUPERIOR CLINIC,Rural Health Clinic,Arizona,"Pinal County, AZ",,15,NA,Withdrawn,Rural,03/15/2013,02/06/2020
Primary Care,10499904L6,MARICOPA COUNTY SPECIAL HEALTH CARE DISTRICT,Federally Qualified Health Center Look-alike,Arizona,"Maricopa County, AZ",,19,NA,Withdrawn,Non-Rural,02/13/2007,02/06/2020
Mental Health,7049990453,MARICOPA COUNTY SPECIAL HEALTH CARE DISTRICT,Federally Qualified Health Center Look-alike,Arizona,"Maricopa County, AZ",,20,NA,Withdrawn,Non-Rural,04/30/2007,02/06/2020
Dental Health,60499904A4,MARICOPA COUNTY SPECIAL HEALTH CARE DISTRICT,Federally Qualified Health Center Look-alike,Arizona,"Maricopa County, AZ",,25,NA,Withdrawn,Non-Rural,04/30/2007,02/06/2020
Primary Care,10499904Z7,LA PAZ HEALTHCARE PARKER CLINIC,Rural Health Clinic,Arizona,"La Paz County, AZ",,17,NA,Withdrawn,Rural,05/03/2019,02/06/2020
Mental Health,7046477300,LA PAZ HEALTHCARE PARKER CLINIC,Rural Health Clinic,Arizona,"La Paz County, AZ",,17,NA,Withdrawn,Rural,08/18/2019,02/06/2020
Dental Health,6047488373,LA PAZ HEALTHCARE PARKER CLINIC,Rural Health Clinic,Arizona,"La Paz County, AZ",,17,NA,Withdrawn,Rural,08/18/2019,02/06/2020
Primary Care,10499904QN,PLEASANT VALLEY COMM  MEDICAL CENTER,Rural Health Clinic,Arizona,"Gila County, AZ",,12,NA,Withdrawn,Rural,08/03/2012,02/06/2020
Mental Health,704999047Y,PLEASANT VALLEY COMM  MEDICAL CENTER,Rural Health Clinic,Arizona,"Gila County, AZ",,14,NA,Withdrawn,Rural,08/03/2012,02/06/2020
Dental Health,60499904FV,PLEASANT VALLEY COMM  MEDICAL CENTER,Rural Health Clinic,Arizona,"Gila County, AZ",,19,NA,Withdrawn,Rural,08/03/2012,02/06/2020
Primary Care,10499904Z3,COBRE VALLEY FAMILY PRACTICE,Rural Health Clinic,Arizona,"Gila County, AZ",,16,NA,Withdrawn,Rural,05/04/2018,02/06/2020
Mental Health,7041192188,COBRE VALLEY FAMILY PRACTICE,Rural Health Clinic,Arizona,"Gila County, AZ",,18,NA,Withdrawn,Rural,08/18/2019,02/06/2020
Dental Health,6049653604,COBRE VALLEY FAMILY PRACTICE,Rural Health Clinic,Arizona,"Gila County, AZ",,19,NA,Withdrawn,Rural,08/18/2019,02/06/2020
Primary Care,10499904QV,TERROS INC,Federally Qualified Health Center Look-alike,Arizona,"Maricopa County, AZ",,19,NA,Withdrawn,Non-Rural,11/20/2014,02/06/2020
Mental Health,7049990484,TERROS INC,Federally Qualified Health Center Look-alike,Arizona,"Maricopa County, AZ",,17,NA,Withdrawn,Non-Rural,11/20/2014,02/06/2020
Dental Health,60499904GB,TERROS INC,Federally Qualified Health Center Look-alike,Arizona,"Maricopa County, AZ",,25,NA,Withdrawn,Non-Rural,11/20/2014,02/06/2020
Primary Care,1049990425,Maricopa County Jails,Correctional Facility,Arizona,,0.00,0,NA,Withdrawn,Unknown,03/24/1981,11/03/2011
Primary Care,1049990462,Pima County Adult Detention Center,Correctional Facility,Arizona,,0.00,0,NA,Withdrawn,Unknown,11/16/1994,09/15/2000
Primary Care,1049990475,Children's Rehabilitation Center-Primary Care Clin,Other Facility,Arizona,,0.00,0,NA,Withdrawn,Unknown,10/01/1998,11/03/2011
Primary Care,10499904B9,Maricopa County Community Health Center,Federally Qualified Health Center,Arizona,"Maricopa County, AZ",,13,NA,Withdrawn,Non-Rural,08/28/2003,06/25/2019
Primary Care,10499904C8,Phoenix Indian Medical Center,Other Facility,Arizona,,0.00,0,NA,Withdrawn,Unknown,02/10/2004,11/03/2011
Primary Care,10499904D1,Naca Family Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Coconino County, AZ",0.00,15,NA,Withdrawn,Non-Rural,10/02/2002,02/05/2020
Primary Care,10499904F1,San Carlos PHS Indian Hospital,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Gila County, AZ",0.00,18,NA,Withdrawn,Rural,10/26/2002,02/03/2020
Primary Care,10499904F5,Fort Yuma PHS Indian Hospital,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Yuma County, AZ",0.00,0,NA,Withdrawn,Non-Rural,10/26/2002,08/17/2010
Primary Care,10499904G4,Morenci Healthcare Center,Federally Qualified Health Center Look-alike,Arizona,"Greenlee County, AZ",,0,NA,Withdrawn,Rural,09/30/2005,09/19/2019
Primary Care,10499904G5,Adobe Mountain School,Correctional Facility,Arizona,"Maricopa County, AZ",7.40,0,NA,Withdrawn,Non-Rural,02/09/2006,06/29/2012
Primary Care,10499904H5,Tonto Apache Tribe,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Gila County, AZ",0.00,9,NA,Withdrawn,Rural,10/26/2002,02/05/2020
Primary Care,10499904H6,Hualapai Tribe,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Mohave County, AZ",0.00,9,NA,Withdrawn,Rural,10/26/2002,02/05/2020
Primary Care,10499904J2,Yavapai-Prescott Tribe,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Yavapai County, AZ",0.00,18,NA,Withdrawn,Non-Rural,10/26/2002,02/05/2020
Primary Care,10499904J3,Gila River Health Care Corporation,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Pinal County, AZ",0.00,16,NA,Withdrawn,Rural,10/26/2002,09/09/2013
Primary Care,10499904J7,Tohono O'Odham Nation,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Maricopa County, AZ",0.00,18,NA,Withdrawn,Non-Rural,10/26/2002,02/05/2020
Primary Care,10499904J9,Cocopah Tribe,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Yuma County, AZ",0.00,16,NA,Withdrawn,Non-Rural,10/26/2002,02/05/2020
Primary Care,10499904K3,San Juan Southern Paiute Tribe,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Coconino County, AZ",0.00,19,NA,Withdrawn,Rural,10/26/2002,02/05/2020
Primary Care,10499904K7,White Mountain Apache Tribe,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Navajo County, AZ",0.00,9,NA,Withdrawn,Rural,10/26/2002,02/05/2020
Primary Care,10499904K9,Navajo Division of Social Services,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Apache County, AZ",0.00,17,NA,Withdrawn,Rural,10/26/2002,02/05/2020
Primary Care,10499904L1,Navajo Division of Health,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Apache County, AZ",0.00,9,NA,Withdrawn,Rural,10/26/2002,02/05/2020
Primary Care,10499904L2,Navajo Division of Emergency Medical Services,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Apache County, AZ",0.00,19,NA,Withdrawn,Rural,10/26/2002,02/05/2020
Primary Care,10499904L3,Health and Social Services Committee,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Navajo County, AZ",0.00,0,NA,Withdrawn,Rural,10/26/2002,08/09/2011
Primary Care,10499904P3,Phx Area Office Two Renaissance Square,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Maricopa County, AZ",0.00,0,NA,Withdrawn,Non-Rural,12/05/2005,06/11/2016
Primary Care,10499904P8,Immigration and Customs Enforcement - Pinal County,Correctional Facility,Arizona,"Pinal County, AZ",1.76,18,NA,Withdrawn,Rural,11/20/2009,06/25/2019
Primary Care,10499904Q5,Rightway Healthcare LLC,Rural Health Clinic,Arizona,"Pinal County, AZ",,11,NA,Withdrawn,Non-Rural,06/28/2011,06/25/2019
Primary Care,10499904Q6,Keams Canyon PHS Hospital,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Navajo County, AZ",0.00,6,NA,Withdrawn,Rural,10/21/2005,02/05/2020
Primary Care,10499904QO,St. Michael's Clinic,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Apache County, AZ",0.00,19,NA,Withdrawn,Rural,09/22/2012,02/05/2020
Primary Care,1044100687,NA CARDIOLOGY PROG FLAGSTAFF,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Coconino County, AZ",,19,NA,Withdrawn,Non-Rural,08/18/2019,09/18/2020
Mental Health,7042177363,NA CARDIOLOGY PROG FLAGSTAFF,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Coconino County, AZ",,18,NA,Withdrawn,Non-Rural,08/18/2019,09/18/2020
Dental Health,6043918770,NA CARDIOLOGY PROG FLAGSTAFF,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Coconino County, AZ",,22,NA,Withdrawn,Non-Rural,08/18/2019,09/18/2020
Primary Care,1049636496,DESERT VISIONS RTC-SACATON,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Pinal County, AZ",,18,NA,Withdrawn,Rural,10/26/2002,09/18/2020
Mental Health,7042802331,DESERT VISIONS RTC-SACATON,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Pinal County, AZ",,18,NA,Withdrawn,Rural,06/24/2010,09/18/2020
Dental Health,6044861124,DESERT VISIONS RTC-SACATON,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Pinal County, AZ",,20,NA,Withdrawn,Rural,06/24/2010,09/18/2020
Primary Care,10499904Q8,FORT MOJAVE,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Mohave County, AZ",,18,NA,Withdrawn,Rural,10/21/2005,04/23/2021
Mental Health,7049515515,FORT MOJAVE,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Mohave County, AZ",,14,NA,Withdrawn,Rural,08/18/2019,04/23/2021
Dental Health,6047747817,FORT MOJAVE,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Mohave County, AZ",,18,NA,Withdrawn,Rural,08/18/2019,04/23/2021
Primary Care,10499904J5,BYLAS,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Graham County, AZ",,20,NA,Withdrawn,Rural,10/26/2002,04/23/2021
Mental Health,7049990463,BYLAS,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Graham County, AZ",,20,NA,Withdrawn,Rural,04/20/2009,04/23/2021
Dental Health,60499904B8,BYLAS,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Graham County, AZ",,24,NA,Withdrawn,Rural,04/20/2009,04/23/2021
Primary Care,1043289453,SACRED PEAKS HEALTH CENTER WEST,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Coconino County, AZ",,19,NA,Withdrawn,Non-Rural,08/18/2019,04/23/2021
Mental Health,7049511424,SACRED PEAKS HEALTH CENTER WEST,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Coconino County, AZ",,18,NA,Withdrawn,Non-Rural,08/18/2019,04/23/2021
Dental Health,6046717352,SACRED PEAKS HEALTH CENTER WEST,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Coconino County, AZ",,22,NA,Withdrawn,Non-Rural,08/18/2019,04/23/2021
Dental Health,6043128975,Rio Rico,Geographic HPSA,Arizona,"Santa Cruz County, AZ",2.61,17,NA,Designated,Rural,09/12/2022,09/12/2022
Primary Care,1042698373,Hopi Tribal Guidance Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Navajo County, AZ",,19,NA,Withdrawn,Rural,09/18/2020,08/06/2021
Mental Health,7048590901,Hopi Tribal Guidance Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Navajo County, AZ",,20,NA,Withdrawn,Rural,09/18/2020,08/06/2021
Dental Health,6045732415,Hopi Tribal Guidance Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Navajo County, AZ",,23,NA,Withdrawn,Rural,09/18/2020,08/06/2021
Primary Care,1049162720,Hualapai Tribe Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Mohave County, AZ",,18,NA,Withdrawn,Rural,09/18/2020,08/06/2021
Mental Health,7044669161,Hualapai Tribe Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Mohave County, AZ",,12,NA,Withdrawn,Rural,09/18/2020,08/06/2021
Dental Health,6046661481,Hualapai Tribe Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Mohave County, AZ",,19,NA,Withdrawn,Rural,09/18/2020,08/06/2021
